ortholog/paralog1,paralog2,ortholog,score
K7J317,no,A0A088AEN2,722.5
K7J318,no,A0A088AB82,856.0
K7J320,no,A0A088AVX2,429.5
K7J321,no,A0A088AVX1,331.0
K7J322,no,A0A088ADJ3,381.5
K7J323,no,A0A088ANX7,5637.0
K7J324,no,A0A088A794,155.0
K7J325,no,A0A088A7I7,2843.0
K7J326,no,A0A088A795,1269.5
K7J329,no,A0A088A797,449.0
K7J330,no,A0A088AST5,247.0
K7J331,no,A0A088ARB0,1320.0
K7J332,no,A0A087ZV04,439.0
K7J333,no,A0A087ZV05,513.0
K7J335,no,A0A088AP18,298.0
K7J336,no,A0A088AP54,422.0
K7J337,no,A0A088AP20,714.0
K7J338,no,A0A087ZW91,744.0
K7J339,no,A0A087ZW90,727.0
K7J341,no,A0A087ZWB4,605.0
K7J342,no,A0A087ZWD9,670.0
K7J343,no,A0A087ZWA5,836.0
K7J344,no,A0A087ZWA6,1483.5
K7J345,no,A0A087ZWA8,500.5
K7J346,no,A0A087ZWB0,846.5
K7J347,no,A0A087ZWE1,452.5
K7J351,no,A0A087ZW78,1075.5
K7J352,no,A0A087ZMX4,314.0
K7J353,no,A0A088A168,305.0
K7J354,no,A0A088A169,597.5
K7J355,no,A0A087ZN50,501.5
K7J356,no,A0A087ZR86,846.5
K7J357,no,A0A087ZRF1,293.5
K7J358,no,A0A087ZRE8,256.0
K7J359,no,A0A087ZR87,311.0
K7J360,no,A0A087ZRE7,211.5
K7J361,no,A0A088AKM4,259.5
K7J363,no,A0A088ASN6,350.0
K7J364,no,A0A088ATA3,574.0
K7J365,no,A0A087ZZ05,405.0
K7J367,no,A0A088ASR6,493.0
K7J368,no,A0A088ASW3,1949.5
K7J369,no,A0A087ZRN2,573.0
K7J370,no,A0A087ZRR2,229.5
K7J371,no,A0A087ZPX4,525.0
K7J383,no,A0A088AFV7,2041.5
K7J384,no,A0A088AFU3,952.0
K7J386,no,A0A088AT16,411.5
K7J389,no,A0A088AFU1,560.5
K7J390,no,A0A088AFV8,254.0
K7J391,no,A0A087ZPV0,580.0
K7J392,no,A0A087ZPU9,507.5
K7J393,no,A0A088AT20,866.0
K7J394,no,A0A088AT17,417.0
K7J395,no,A0A088APK9,1369.0
K7J396,no,A0A088APL1,710.5
K7J398,no,A0A088API4,529.0
K7J399,no,A0A0B4J2M4,617.0
K7J3A0,no,A0A088A414,2257.5
K7J3A1,no,A0A088A454,615.0
K7J3A2,no,A0A088AMX0,951.0
K7J3A3,no,A0A088AMV5,577.0
K7J3A4,no,A0A088AMV1,936.5
K7J3A7,no,Q5UAF0,1183.5
K7J3A8,no,A0A088AMX5,517.0
K7J3A9,no,A0A088AMU8,433.5
K7J3B0,no,A0A088AMX6,696.5
K7J3B1,no,A0A087ZYY2,678.0
K7J3B2,no,A0A087ZYU1,286.0
K7J3B3,no,A0A088AJN8,370.5
K7J3B4,no,A0A088AJE5,194.5
K7J3B5,no,A0A088AC71,349.0
K7J3B6,no,G8FU59,230.0
K7J3C0,no,A0A087ZXL6,299.0
K7J3C1,no,A0A087ZXL5,2120.0
K7J3C2,no,A0A088ACL1,257.0
K7J3C3,no,A0A088AQN6,299.0
K7J3C4,no,A0A088AJM0,187.0
K7J3C5,no,A0A088ADT3,1065.0
K7J3C6,no,A0A087ZSG0,1815.5
K7J3C7,no,A0A088AMH1,1007.5
K7J3C8,no,A0A088AMH0,436.0
K7J3C9,no,A0A088AM82,717.0
K7J3D0,no,A0A088AMG9,727.5
K7J3D1,no,A0A088AMG7,201.0
K7J3D2,no,A0A088AVL8,158.0
K7J3D3,no,A0A088AVQ7,2261.0
K7J3D4,no,A0A088AVQ5,1879.0
K7J3D5,no,A0A088AVQ3,665.5
K7J3D7,no,A0A088ABB9,344.5
K7J3D8,no,A0A088ABA4,1075.0
K7J3D9,no,A0A088ASB6,1042.0
K7J3E0,no,A0A088ATT1,94.4
K7J3E1,no,A0A088ACJ3,243.0
K7J3E2,no,A0A088ACK9,663.0
K7J3E3,no,A0A088ACK8,1142.0
K7J3E4,no,A0A088AQ17,221.0
K7J3F1,no,A0A088ANK0,343.0
K7J3F2,no,A0A088ANQ1,1335.0
K7J3F3,no,A0A088ASB5,658.0
K7J3F4,no,A0A088ACE3,4579.0
K7J3F5,no,A0A088AQB2,502.0
K7J3F6,no,A0A088AW80,721.5
K7J3F7,no,A0A088AW82,741.0
K7J3F9,no,A0A087ZW01,343.0
K7J3G0,no,A0A088APY9,3150.0
K7J3G1,no,A0A088A5G6,578.0
K7J3G2,no,A0A088A5F7,189.0
K7J3G3,no,A0A088A5G4,844.0
K7J3G4,no,A0A088A5G3,166.0
K7J3G5,no,A0A088A5G2,1252.5
K7J3G6,no,A0A088APY4,273.0
K7J3G7,no,A0A088APW8,529.5
K7J3G8,no,A0A088APY3,807.0
K7J3G9,no,A0A088APX1,574.5
K7J3H0,no,A0A088APX2,792.0
K7J3H2,no,A0A087ZTF9,70.1
K7J3H4,no,A0A088A6G2,781.5
K7J3H5,no,A0A088A6E8,1432.0
K7J3H6,no,A0A088A7M1,385.0
K7J3H8,no,A0A088ACJ1,490.0
K7J3H9,no,A0A087ZP68,647.0
K7J3I0,no,A0A087ZNQ8,632.5
K7J3I1,no,A0A087ZP69,990.5
K7J3I2,no,A0A087ZNQ7,2151.5
K7J3I3,no,A0A088A1I3,713.0
K7J3I4,no,A0A087ZNY5,194.0
K7J3I5,no,A0A087ZT41,329.0
K7J3I6,no,A0A087ZSB8,1056.0
K7J3I7,no,A0A087ZSB7,304.0
K7J3I8,no,A0A088AJN1,146.0
K7J3I9,no,A0A088AJE8,464.0
K7J3J0,no,A0A088A6C4,430.5
K7J3J1,no,A0A088A6J7,692.5
K7J3J2,no,A0A088A6B1,263.0
K7J3J3,no,A0A088APV5,224.5
K7J3J4,no,A0A088AQ00,1194.5
K7J3J5,no,A0A088APZ9,536.0
K7J3J6,no,Q147S1,882.0
K7J3J7,no,A0A088APZ7,1773.0
K7J3J8,no,A0A087ZVS6,210.0
K7J3J9,no,A0A087ZVT8,353.0
K7J3K1,no,A0A088A6T7,311.0
K7J3K2,no,A0A088AQC0,400.0
K7J3K3,no,A0A088AC93,979.0
K7J3K4,no,A0A0B4J2N6,870.0
K7J3K5,no,A0A088AC91,451.5
K7J3K6,no,A0A088AC57,299.5
K7J3K7,no,A0A088AN71,725.0
K7J3K9,no,A0A087ZX78,366.0
K7J3L0,no,A0A087ZX17,284.0
K7J3L1,no,A0A088A2K9,549.0
K7J3L2,no,A0A087ZP70,214.0
K7J3L3,no,A0A087ZNQ6,474.0
K7J3L4,no,A0A087ZP71,888.0
K7J3L5,no,A0A087ZP72,941.0
K7J3L9,no,A0A088AT15,124.0
K7J3M0,no,A0A088AT41,556.0
K7J3M1,no,A0A088AT14,840.5
K7J3M2,no,A0A088AT09,616.0
K7J3M4,no,A0A088AT08,285.0
K7J3M5,no,A0A088AT46,962.0
K7J3M6,no,A0A088AT47,588.5
K7J3M7,no,A0A088AT06,704.0
K7J3M8,no,A0A087ZQ96,443.0
K7J3M9,no,A0A087ZQB7,296.5
K7J3N0,no,A0A087ZQB2,276.0
K7J3N1,no,A0A087ZQ97,131.0
K7J3N2,no,A0A088ABG4,242.5
K7J3N3,no,A0A087ZUS6,594.5
K7J3N5,no,A0A087ZUS4,363.0
K7J3N6,no,A0A087ZVL2,2082.5
K7J3N7,no,A0A087ZUS2,545.0
K7J3N8,no,A0A087ZVL3,1087.5
K7J3N9,no,A0A087ZVL6,644.0
K7J3P1,no,A0A087ZUR4,444.5
K7J3P2,no,A0A087ZUR2,173.0
K7J3P3,no,A0A087ZUR5,158.0
K7J3P4,no,A0A087ZUR0,433.0
K7J3P6,no,A0A087ZVL9,182.0
K7J3P9,no,A0A087ZUQ9,1966.0
K7J3Q5,no,A0A088AKD7,1201.5
K7J3Q6,no,A0A088A896,318.0
K7J3Q9,no,A0A087ZPM0,731.5
K7J3R2,no,A0A088AKG7,980.0
K7J3R3,no,A0A088AKC5,641.0
K7J3R4,no,A0A087ZP43,579.0
K7J3R5,no,A0A087ZNT0,213.5
K7J3R7,no,A0A088AKC0,1479.0
K7J3R8,no,A0A088AKH1,533.0
K7J3R9,no,A0A088A3N8,2055.5
K7J3S0,no,A0A088A3H6,199.0
K7J3S2,no,A0A087ZXS3,215.0
K7J3S4,no,A0A088AKP1,489.0
K7J3S6,no,A0A088APM8,766.0
K7J3S8,no,A0A088A9S9,744.0
K7J3S9,no,A0A087ZP44,354.0
K7J3T0,no,A0A088AU80,1234.5
K7J3T1,no,A0A087ZV36,524.0
K7J3T3,no,A0A088APQ3,293.5
K7J3T4,no,A0A088APQ7,1130.5
K7J3T5,no,A0A088A8C7,139.0
K7J3T6,no,A0A087ZQ40,282.0
K7J3T7,no,A0A088ADJ0,350.0
K7J3T8,no,A0A088AW16,132.0
K7J3T9,no,A0A088AW14,560.0
K7J3U0,no,A0A088AAP0,765.0
K7J3U1,no,A0A088AMA8,527.0
K7J3U2,no,A0A088AMD6,447.0
K7J3U3,no,A0A088AMA9,858.5
K7J3U5,no,A0A088AMB0,640.0
K7J3U6,no,A0A088AMD5,211.0
K7J3U7,no,A0A088ADA6,186.0
K7J3U8,no,A0A088AAP2,1182.0
K7J3U9,no,A0A088AKE7,638.5
K7J3V0,no,P19039,933.0
K7J3V2,no,A0A088AD70,271.0
K7J3V6,no,A0A088AFN9,277.0
K7J3V7,no,A0A088A3Y7,941.0
K7J3V8,no,A0A088A3Y6,1034.0
K7J3W1,no,A0A088AEQ8,1134.0
K7J3W2,no,A0A088AIS0,806.5
K7J3W3,no,A0A088AFM8,542.0
K7J3W4,no,A0A088AFN0,233.0
K7J3W5,no,A0A087ZTB5,739.0
K7J3W6,no,A0A087ZT89,2896.0
K7J3W7,no,A0A087ZTB7,1830.0
K7J3W8,no,A0A087ZT87,673.5
K7J3W9,no,A0A088A637,291.0
K7J3X0,no,A0A088A5V2,216.5
K7J3X1,no,A0A088A2B1,167.0
K7J3X2,no,A0A088A2C1,221.0
K7J3X3,no,A0A088A2C2,567.5
K7J3X4,no,A0A088A2A9,984.0
K7J3X5,no,Q1XBG3,512.0
K7J3X8,no,A0A088AM07,2818.5
K7J3X9,no,A0A088AM30,105.0
K7J3Y0,no,A0A088A891,1190.5
K7J3Y1,no,A0A088A890,615.0
K7J3Y2,no,A0A088AJH1,541.0
K7J3Y3,no,A0A088AJL3,614.5
K7J3Y4,no,A0A088AJG9,523.5
K7J3Y6,no,A0A088A9X6,759.5
K7J3Y7,no,A0A088APP9,272.5
K7J3Y8,no,A0A088ANW9,653.0
K7J3Y9,no,A0A088ANX1,611.0
K7J3Z6,no,A0A088ACY7,518.0
K7J3Z7,no,A0A088ACY5,931.0
K7J3Z8,no,A0A088AD89,458.0
K7J3Z9,no,A0A088ABR6,462.0
K7J400,no,A0A088ABT8,1133.0
K7J401,no,A0A088ABT5,449.0
K7J402,no,A0A088ABR8,732.5
K7J404,no,A0A088ABR9,693.0
K7J405,no,A0A087ZZR5,475.0
K7J409,no,A0A088A0G3,1196.0
K7J410,no,A0A088A7F2,1525.0
K7J411,no,A0A088A7B6,545.0
K7J412,no,A0A088A0G4,746.0
K7J414,no,A0A088A0G5,697.5
K7J415,no,A0A088A0G6,1365.0
K7J416,no,A0A087ZZR4,350.5
K7J417,no,A0A088AD87,1271.5
K7J418,no,A0A088AM14,715.0
K7J419,no,A0A088AB54,240.0
K7J420,no,A0A088AVG3,296.5
K7J421,no,A0A088AVG2,151.5
K7J422,no,A0A088ATD3,783.0
K7J423,no,Q3LBA4,159.0
K7J424,no,Q0MRM3,87.4
K7J425,no,A0A088ATD4,767.0
K7J426,no,A0A088ATE3,463.5
K7J428,no,A0A088ATE2,204.0
K7J429,no,A0A088ATD6,142.0
K7J430,no,A0A087ZZW6,1657.0
K7J431,no,A0A088A0B3,1075.5
K7J432,no,A0A088A7K4,562.0
K7J433,no,A0A088A146,814.0
K7J434,no,A0A088ACY6,298.0
K7J435,no,A0A088AQM2,51.6
K7J436,no,A0A088A3C3,380.0
K7J438,no,A0A087ZRK9,639.0
K7J440,no,A0A088A647,1278.0
K7J441,no,A0A088A648,298.0
K7J443,no,A0A088A650,485.0
K7J444,no,A0A088A651,830.5
K7J445,no,A0A088AHL2,351.5
K7J446,no,A0A088AHI0,508.0
K7J447,no,A0A088AHV3,237.0
K7J449,no,A0A087ZQA6,207.0
K7J450,no,A0A087ZQA2,484.0
K7J453,no,A0A087ZV84,174.5
K7J454,no,A0A087ZV55,1834.0
K7J455,no,A0A087ZV56,325.5
K7J456,no,A0A087ZV78,335.5
K7J457,no,A0A087ZV77,1186.0
K7J458,no,A0A088A467,282.0
K7J459,no,A0A088A405,404.5
K7J460,no,A0A088A404,456.0
K7J461,no,A0A088A403,377.5
K7J462,no,A0A088A469,265.5
K7J464,no,A0A087ZX07,858.5
K7J465,no,A0A087ZX04,1064.5
K7J466,no,A0A087ZX03,316.0
K7J467,no,A0A087ZPV6,477.0
K7J468,no,A0A087ZPW3,714.0
K7J469,no,A0A087ZPV5,508.0
K7J470,no,A0A087ZPV4,937.5
K7J471,no,A0A087ZPW4,192.0
K7J472,no,A0A088ANW3,1337.0
K7J473,no,A0A088ANW2,1923.5
K7J474,no,A0A088AP84,502.0
K7J475,no,A0A088ANW0,478.0
K7J476,no,A0A088ABI6,1043.0
K7J477,no,A0A088AAC7,1490.5
K7J478,no,A0A088ARJ5,644.0
K7J479,no,A0A088ARF8,901.5
K7J480,no,A0A088ARF3,341.0
K7J482,no,A0A087ZV91,1057.5
K7J485,no,A0A088AL65,885.0
K7J486,no,A0A088AFX3,206.5
K7J487,no,A0A088A0H3,416.0
K7J488,no,A0A088A0H1,256.0
K7J489,no,A0A087ZZQ8,936.0
K7J490,no,A0A087ZZQ9,716.0
K7J491,no,A0A087ZQ68,1126.5
K7J493,no,A0A087ZQ67,821.5
K7J494,no,A0A087ZQ89,689.0
K7J495,no,A0A087ZQ64,540.5
K7J497,no,A0A087ZQ92,472.0
K7J498,no,A0A087ZQ84,605.5
K7J499,no,A0A088ASE3,685.0
K7J4A0,no,A0A088A1N2,396.0
K7J4A4,no,A0A088A1M9,1007.0
K7J4A6,no,A0A088ARY8,565.0
K7J4B0,no,A0A088ASE4,963.5
K7J4B1,no,A0A088ASD0,710.0
K7J4B2,no,A0A088ASD2,227.0
K7J4B3,no,A0A088AVX5,111.0
K7J4B4,no,A0A088ARG7,464.0
K7J4B5,no,A0A088A1G0,206.0
K7J4B6,no,A0A088A1L3,271.0
K7J4B8,no,A0A088AF83,537.5
K7J4B9,no,A0A088AC46,682.0
K7J4C0,no,A0A088A148,304.0
K7J4C1,no,A0A088ASD5,1109.0
K7J4C4,no,A0A088ASD9,112.5
K7J4C5,no,A0A088ASE0,725.0
K7J4C6,no,A0A088ASE1,520.0
K7J4C7,no,A0A088ASD4,442.5
K7J4C8,no,A0A088A7I6,512.5
K7J4D0,no,A0A087ZV02,693.0
K7J4D5,no,A0A088AC14,1005.5
K7J4D7,no,A0A088AC40,651.0
K7J4D8,no,A0A087ZRR9,395.5
K7J4D9,no,A0A087ZRS0,311.0
K7J4E0,no,A0A087ZRS2,935.5
K7J4E2,no,A0A087ZRS3,909.5
K7J4E3,no,A0A087ZVN6,433.0
K7J4E4,no,A0A087ZVQ1,1655.5
K7J4E5,no,A0A088A9M7,376.0
K7J4E9,no,A0A087ZNZ4,1379.0
K7J4F0,no,A0A088A9L4,689.0
K7J4F1,no,A0A087ZVS0,355.0
K7J4F2,no,A0A088ABJ7,704.0
K7J4F4,no,A0A088ABH0,280.0
K7J4F6,no,A0A088ABJ4,143.0
K7J4F7,no,A0A088ABJ3,513.5
K7J4F8,no,A0A088AM53,469.0
K7J4F9,no,A0A087ZXS6,454.0
K7J4G0,no,A0A088A4T6,1163.5
K7J4G1,no,A0A088A4U8,169.5
K7J4G4,no,A0A088A4U6,177.0
K7J4G5,no,A0A088A4T3,132.0
K7J4G6,no,A0A088A4T4,129.5
K7J4G7,no,A0A088A4T2,804.5
K7J4G8,no,A0A088AUN3,637.5
K7J4G9,no,A0A088AUJ2,720.5
K7J4H0,no,A0A088AUI9,475.5
K7J4H1,no,A0A088AV71,331.5
K7J4H2,no,A0A088AJG2,5992.0
K7J4H3,no,A0A087ZNS5,376.5
K7J4H4,no,A0A087ZP48,1521.5
K7J4H5,no,A0A087ZP47,331.0
K7J4H6,no,A0A088AV09,429.0
K7J4H7,no,A0A087ZSL7,337.0
K7J4H8,no,A0A087ZSL8,254.0
K7J4H9,no,A0A087ZNS4,648.0
K7J4I0,no,A0A087ZRQ1,249.0
K7J4I1,no,A0A087ZRP8,607.5
K7J4I4,no,A0A088AMU7,2472.5
K7J4I5,no,A0A088AMX8,731.0
K7J4I6,no,A0A088ASK4,681.0
K7J4I8,no,A0A088A8G1,102.0
K7J4I9,no,A0A088A871,238.0
K7J4J0,no,A0A088ASL0,232.0
K7J4J2,no,A0A088AC21,284.0
K7J4J3,no,A0A088AC22,83.94999999999999
K7J4J4,no,A0A087ZVQ2,287.0
K7J4J5,no,A0A087ZPQ8,641.0
K7J4J8,no,A0A087ZR85,225.0
K7J4J9,no,A0A088AVK4,358.0
K7J4K0,no,A0A087ZRF2,226.5
K7J4K2,no,A0A088ARU6,434.0
K7J4K3,no,A0A087ZVQ0,1008.0
K7J4K4,no,A0A087ZPX1,1389.5
K7J4K5,no,A0A087ZPU6,739.0
K7J4K6,no,A0A088AW01,489.0
K7J4K8,no,A0A087ZY29,2285.0
K7J4L4,no,A0A088ADL4,646.0
K7J4L5,no,A0A088ADQ5,596.5
K7J4L6,no,A0A088ANF2,703.5
K7J4L7,no,A0A088ADR3,1052.5
K7J4L8,no,A0A088ANA3,675.0
K7J4L9,no,A0A088AAX0,261.5
K7J4M0,no,A0A088AAZ0,587.5
K7J4M1,no,A0A088ADN2,1163.0
K7J4M2,no,A0A088ACS2,852.0
K7J4M3,no,A0A087ZWC3,1728.0
K7J4M4,no,A0A087ZX65,578.0
K7J4M5,no,A0A087ZWR9,169.0
K7J4M6,no,A0A088AFG6,123.0
K7J4M7,no,A0A088AFG7,320.0
K7J4M9,no,A0A088AFG9,626.0
K7J4N0,no,A0A088AFH0,2066.0
K7J4N1,no,A0A088AFH2,503.5
K7J4N2,no,A0A088AEX1,383.0
K7J4N4,no,A0A088AFH3,1130.0
K7J4N5,no,A0A088AEX0,375.0
K7J4N6,no,A0A088AEW9,62.0
K7J4N7,no,A0A088AFH5,1306.5
K7J4N8,no,A0A088AEW8,714.0
K7J4N9,no,A0A088AEW7,502.0
K7J4P0,no,A0A088AEW6,105.0
K7J4P1,no,A0A088AEW5,119.5
K7J4P2,no,A0A088AFH6,343.0
K7J4P3,no,A0A088AFH7,921.0
K7J4P8,no,A0A088AFH9,765.5
K7J4Q1,no,A0A087ZT28,330.0
K7J4Q2,no,A0A088ABD2,192.0
K7J4Q3,no,A0A088AFN8,766.0
K7J4Q4,no,A0A088ASK0,102.0
K7J4Q5,no,A0A088ASL4,532.5
K7J4Q6,no,A0A087ZV60,1493.0
K7J4Q7,no,A0A088APL4,33.9
K7J4Q8,no,A0A088AS89,1284.0
K7J4Q9,no,A0A088AS57,362.0
K7J4R0,no,A0A087ZYM4,933.0
K7J4R1,no,A0A088A775,717.0
K7J4R2,no,A0A087ZX93,67.94999999999999
K7J4R5,no,A0A087ZX89,1662.5
K7J4R7,no,A0A088AMJ8,184.5
K7J4S4,no,A0A088AG91,1809.5
K7J4S5,no,A0A088AFK9,840.5
K7J4S6,no,A0A088AES2,1593.5
K7J4S7,no,A0A088AES3,681.0
K7J4S8,no,A0A088AFK7,738.0
K7J4T0,no,A0A088AES7,1054.0
K7J4T1,no,A0A088ABM5,2775.0
K7J4T2,no,A0A087ZXS5,669.5
K7J4T3,no,A0A088ASJ3,467.0
K7J4T4,no,A0A088AEQ3,396.0
K7J4T5,no,A0A088AFM6,723.0
K7J4T6,no,A0A088AEQ9,219.0
K7J4T7,no,A0A088ASJ8,219.5
K7J4T8,no,A0A088ASL6,575.0
K7J4T9,no,A0A088A4I3,899.5
K7J4U0,no,A0A087ZRN1,1158.5
K7J4U1,no,A0A087ZQW5,949.0
K7J4U2,no,A0A088A8Y8,427.0
K7J4U3,no,A0A087ZRC9,58.7
K7J4U4,no,A0A088ALK3,197.0
K7J4U5,no,A0A087ZXK7,874.0
K7J4U6,no,A0A088AS59,1025.5
K7J4U8,no,A0A088AEU5,92.8
K7J4V0,no,A0A088AFJ2,622.5
K7J4V1,no,A0A088A8W7,1471.0
K7J4V2,no,A0A088ACP0,201.5
K7J4V3,no,A0A088A242,745.5
K7J4V4,no,A0A088A245,419.0
K7J4V5,no,A0A088A6M1,307.5
K7J4V6,no,A0A088A6M0,66.05
K7J4V8,no,A0A088AS93,508.5
K7J4V9,no,A0A088AS52,483.0
K7J4W0,no,A0A088AS51,2060.0
K7J4W3,no,A0A088AS96,2062.5
K7J4W4,no,A0A088AS49,344.0
K7J4W6,no,A0A088AS48,727.5
K7J4W8,no,A0A087ZNV3,454.0
K7J4W9,no,A0A088A5Q3,450.0
K7J4X0,no,A0A088AKB1,827.0
K7J4X1,no,A0A088ACU6,414.5
K7J4X2,no,A0A088AKB0,151.5
K7J4X3,no,A0A087ZST4,730.0
K7J4X4,no,A0A087ZSK6,681.0
K7J4X5,no,A0A087ZST5,1355.5
K7J4X6,no,A0A087ZST6,367.0
K7J4X7,no,A0A087ZST7,305.0
K7J4X8,no,A0A087ZVN8,710.0
K7J4X9,no,A0A088AD03,482.5
K7J4Y0,no,A0A088AD62,385.5
K7J4Y1,no,A0A088AKA9,307.0
K7J4Y2,no,A0A088AKI3,880.0
K7J4Y3,no,A0A088AKI4,828.5
K7J4Y4,no,A0A088AKI6,419.0
K7J4Y5,no,A0A088AD68,551.5
K7J4Y6,no,A0A088AD00,474.0
K7J4Y7,no,A0A088AD67,598.0
K7J4Y8,no,A0A088AD01,1366.0
K7J4Z0,no,A0A088AKA8,850.0
K7J4Z1,no,A0A088AKA7,320.0
K7J4Z2,no,A0A088AKH9,111.0
K7J4Z3,no,A0A088AKI0,189.0
K7J4Z4,no,A0A087ZSK7,692.5
K7J4Z5,no,A0A087ZST3,1306.0
K7J4Z7,no,A0A088A8Q7,497.0
K7J4Z8,no,A0A088A8G8,531.5
K7J4Z9,no,A0A088A8H1,903.0
K7J500,no,A0A087ZP23,387.5
K7J502,no,A0A088ARP1,568.0
K7J504,no,A0A087ZUA7,616.5
K7J505,no,A0A087ZUH7,450.0
K7J507,no,A0A087ZUH6,411.5
K7J509,no,A0A088A4G7,128.0
K7J510,no,A0A088AD51,423.0
K7J511,no,A0A088AC20,907.0
K7J512,no,A0A088AC30,507.5
K7J513,no,A0A088AC19,4676.0
K7J515,no,A0A088AF79,92.4
K7J520,no,A0A088AGD2,195.0
K7J522,no,A0A088AGE0,6096.0
K7J523,no,A0A088ADI1,6617.0
K7J524,no,A0A088AI86,214.0
K7J525,no,A0A088A593,521.5
K7J526,no,A0A088A583,948.0
K7J527,no,A0A087ZWQ8,2204.0
K7J528,no,A0A087ZWQ7,250.0
K7J529,no,A0A087ZWQ6,400.5
K7J530,no,A0A087ZWQ5,515.0
K7J531,no,A0A087ZWQ4,386.5
K7J532,no,A0A087ZWP8,1067.5
K7J534,no,A0A087ZWQ0,911.0
K7J535,no,A0A088A9B1,931.0
K7J536,no,A0A088ATE6,920.5
K7J537,no,A0A088A250,44.099999999999994
K7J538,no,A0A088AH83,144.0
K7J539,no,A0A088ADS9,511.0
K7J540,no,A0A088AW17,262.0
K7J541,no,A0A087ZPN1,1427.0
K7J542,no,A0A088ATP0,288.0
K7J543,no,A0A088ATS2,604.5
K7J544,no,A0A088ATS3,419.0
K7J545,no,A0A088ATN7,264.5
K7J546,no,A0A088ATN4,322.5
K7J547,no,A0A088A9A5,752.0
K7J549,no,A0A087ZUF6,592.0
K7J550,no,A0A087ZUG1,434.0
K7J551,no,A0A087ZUG2,338.5
K7J552,no,A0A087ZYI2,905.0
K7J553,no,A0A087ZYI3,496.0
K7J556,no,A0A088ARZ3,214.0
K7J557,no,A0A088AJT3,129.0
K7J558,no,X2JFT9,400.0
K7J559,no,A0A088AVV3,533.0
K7J560,no,A0A088AVV4,260.5
K7J561,no,A0A088AVW5,342.0
K7J562,no,A0A088AVW1,1345.5
K7J563,no,A0A088AVV6,669.0
K7J564,no,A0A087ZWW7,435.0
K7J565,no,A0A088ARZ0,617.5
K7J566,no,A0A088ADT4,909.0
K7J569,no,A0A088ASC3,647.0
K7J570,no,A0A088ARI0,588.5
K7J574,no,A0A088AEZ3,83.2
K7J575,no,A0A088A1C6,229.0
K7J580,no,A0A088A1P2,380.0
K7J583,no,A0A088A1C5,510.0
K7J585,no,Q1MU16,1604.0
K7J587,no,A0A088A1C4,218.0
K7J590,no,A0A088A1P6,1023.0
K7J591,no,A0A088A1P7,971.5
K7J592,no,A0A088A0Z1,145.0
K7J593,no,A0A088A224,685.5
K7J594,no,A0A088A0Z2,435.0
K7J595,no,A0A088A9F7,210.0
K7J596,no,A0A088A1H8,640.5
K7J597,no,A0A088A1K8,1045.0
K7J599,no,A0A088A1H7,338.5
K7J5A4,no,A0A088A1H6,458.5
K7J5A5,no,A0A088AVD8,979.0
K7J5A6,no,A0A088ACY9,203.0
K7J5A7,no,A0A087ZVA3,1332.5
K7J5A8,no,A0A087ZVA4,621.5
K7J5A9,no,A0A088ANX5,310.0
K7J5B1,no,A0A087ZR56,586.0
K7J5B2,no,A0A088AA85,449.0
K7J5B3,no,A0A088APZ2,591.0
K7J5B4,no,A0A088APW3,566.5
K7J5B5,no,A0A088APW2,1254.5
K7J5B6,no,A0A088A2S6,266.0
K7J5B7,no,A0A088A2T4,951.0
K7J5B8,no,A0A088A2T3,546.0
K7J5B9,no,A0A087ZNG6,542.5
K7J5C0,no,A0A088A4G6,506.0
K7J5C1,no,A0A088A4G5,689.0
K7J5C2,no,A0A088A4K4,506.5
K7J5C6,no,A0A088A7U4,709.5
K7J5C7,no,A0A088ARS5,871.5
K7J5C9,no,A0A088ARR0,217.0
K7J5D0,no,A0A088ARS4,589.5
K7J5D1,no,A0A087ZSU4,896.5
K7J5D2,no,H9KUJ6,1184.0
K7J5D3,no,A0A087ZSS8,1050.0
K7J5D4,no,A0A087ZSL6,1310.5
K7J5D5,no,A0A087ZSU7,639.0
K7J5D6,no,A0A087ZSU6,876.0
K7J5D8,no,A0A087ZSI9,1303.0
K7J5D9,no,A0A087ZSJ2,343.0
K7J5E2,no,A0A087ZSK4,394.0
K7J5E6,no,A0A088AUD9,1140.5
K7J5E7,no,A0A088AJA5,544.0
K7J5E9,no,A0A088AJ59,239.0
K7J5F0,no,A0A088AJA7,95.1
K7J5F1,no,A0A088AJ58,303.0
K7J5F3,no,A0A087ZX62,435.5
K7J5F4,no,A0A088A7X7,636.5
K7J5F5,no,A0A088A2S2,190.0
K7J5F7,no,A0A088A9M4,326.5
K7J5F8,no,A0A087ZMT5,1221.0
K7J5F9,no,A0A087ZMS7,437.0
K7J5G0,no,A0A087ZMT7,604.0
K7J5G1,no,A0A087ZMS6,293.0
K7J5G2,no,A0A087ZZF5,375.0
K7J5G3,no,A0A087ZZI7,971.0
K7J5G4,no,A0A087ZZI8,1135.5
K7J5G5,no,A0A087ZZF4,749.0
K7J5G7,no,A0A087ZZF3,782.0
K7J5G9,no,A0A087ZZJ1,745.0
K7J5H0,no,A0A087ZQI4,267.0
K7J5H1,no,A0A087ZQN8,327.5
K7J5H2,no,A0A088ALH2,727.5
K7J5H3,no,A0A088ALP4,1458.0
K7J5H4,no,A0A088AUR5,749.0
K7J5H5,no,A0A088ABX2,1551.5
K7J5H6,no,A0A088AC02,637.0
